85070 Dielectric Probe Software E07.01.08
Agilent Technologies,E8362B,MY43021411,A.07.50.67
Title:,Title
Sub Title:,SubTitle
Date:,"Thursday, July 04, 2019 16:00:31"

frequency,Tr 1  Data(e'),(e'')
 200000000.0000,  80.3248, 152.2153
 211697863.8492,  79.9824, 143.1061
 223395727.6984,  79.7165, 135.1473
 235093591.5477,  79.4240, 128.0026
 246791455.3969,  79.2017, 121.5845
 258489319.2461,  78.9614, 115.8007
 270187183.0953,  78.8470, 110.5273
 281885046.9446,  78.7488, 105.7585
 293582910.7938,  78.5931, 101.4430
 305280774.6430,  78.4986,  97.4290
 316978638.4922,  78.3308,  93.7133
 335518503.2732,  78.2199,  88.4384
 354058368.0542,  78.1056,  83.7018
 372598232.8351,  77.9451,  79.6641
 391138097.6161,  77.8398,  75.8044
 409677962.3971,  77.6702,  72.4723
 428217827.1780,  77.6278,  69.3718
 446757691.9590,  77.5561,  66.5514
 465297556.7400,  77.4289,  63.9649
 483837421.5209,  77.3955,  61.6458
 502377286.3019,  77.2840,  59.4888
 531760991.7824,  77.0137,  56.3038
 561144697.2629,  76.8814,  53.4830
 590528402.7434,  76.8689,  51.0451
 619912108.2239,  76.8463,  48.8565
 649295813.7045,  76.8468,  46.8582
 678679519.1850,  76.5963,  45.0083
 708063224.6655,  76.5759,  43.3034
 737446930.1460,  76.4192,  41.6977
 766830635.6265,  76.2368,  40.2732
 796214341.1070,  76.0229,  38.6971
 842784375.8923,  76.9032,  36.6463
 889354410.6777,  76.4661,  35.3302
 935924445.4630,  76.7370,  33.3141
 982494480.2484,  77.0573,  32.9011
1029064515.0337,  76.6747,  31.9686
1075634549.8190,  76.4060,  30.7808
1122204584.6044,  76.5724,  29.7432
1168774619.3897,  76.4792,  29.1655
1215344654.1750,  76.3548,  28.4331
1261914688.9604,  76.2554,  27.7157
1335723220.0643,  76.1055,  26.7913
1409531751.1683,  75.9921,  25.9443
1483340282.2723,  75.7651,  25.1135
1557148813.3762,  75.6580,  24.4737
1630957344.4802,  75.5088,  23.8792
1704765875.5842,  75.3144,  23.1600
1778574406.6881,  75.4606,  22.5812
1852382937.7921,  75.4726,  22.1453
1926191468.8960,  75.5261,  21.8400
2000000000.0000,  75.5974,  21.5883
2116978638.4922,  75.5551,  21.3925
2233957276.9844,  75.4095,  21.2965
2350935915.4767,  75.1424,  21.1560
2467914553.9689,  74.8191,  20.9438
2584893192.4611,  74.6277,  20.7086
2701871830.9533,  74.4808,  20.4876
2818850469.4456,  74.4284,  20.2799
2935829107.9378,  74.5163,  20.2671
3052807746.4300,  74.4637,  20.4032
3169786384.9222,  74.3057,  20.5757
3355185032.7319,  73.9703,  20.7409
3540583680.5416,  73.6234,  20.8560
3725982328.3513,  73.3799,  20.9350
3911380976.1610,  73.2197,  21.1299
4096779623.9707,  72.9974,  21.4333
4282178271.7804,  72.7208,  21.7512
4467576919.5901,  72.4021,  22.0604
4652975567.3998,  72.0932,  22.3349
4838374215.2095,  71.8178,  22.6308
5023772863.0192,  71.5321,  22.9612
5317609917.8242,  71.0535,  23.5211
5611446972.6293,  70.5240,  24.0793
5905284027.4344,  69.9958,  24.6230
6199121082.2395,  69.4498,  25.1919
6492958137.0446,  68.8822,  25.7580
6786795191.8496,  68.3086,  26.3173
7080632246.6547,  67.7080,  26.8682
7374469301.4598,  67.1023,  27.4025
7668306356.2649,  66.4783,  27.9399
7962143411.0699,  65.8521,  28.4590
8427843758.9233,  64.8254,  29.2692
8893544106.7767,  63.7851,  30.0233
9359244454.6301,  62.7259,  30.7467
9824944802.4835,  61.6558,  31.4206
10290645150.3369,  60.5687,  32.0643
10756345498.1903,  59.4773,  32.6460
11222045846.0437,  58.3803,  33.1967
11687746193.8971,  57.2898,  33.6933
12153446541.7505,  56.1944,  34.1635
12619146889.6039,  55.1090,  34.5814
13357232200.6435,  53.4107,  35.1637
14095317511.6831,  51.7281,  35.6474
14833402822.7227,  50.0859,  36.0419
15571488133.7623,  48.4782,  36.3555
16309573444.8019,  46.8998,  36.5900
17047658755.8416,  45.3797,  36.7497
17785744066.8812,  43.9038,  36.8434
18523829377.9208,  42.4822,  36.8902
19261914688.9604,  41.1014,  36.8724
20000000000.0000,  39.7786,  36.8162

