85070 Dielectric Probe Software E07.01.08
Agilent Technologies,E8362B,MY43021411,A.07.50.67
Title:,Title
Sub Title:,SubTitle
Date:,"Thursday, July 04, 2019 15:54:47"

frequency,Tr 1  Data(e'),(e'')
 200000000.0000,  82.2621, 152.0150
 211697863.8492,  81.6941, 143.1176
 223395727.6984,  81.2458, 135.0679
 235093591.5477,  80.9066, 127.8712
 246791455.3969,  80.5961, 121.4518
 258489319.2461,  80.3154, 115.7295
 270187183.0953,  80.0493, 110.4466
 281885046.9446,  79.7065, 105.7484
 293582910.7938,  79.5226, 101.2846
 305280774.6430,  79.4775,  97.2325
 316978638.4922,  79.2937,  93.6163
 335518503.2732,  79.0619,  88.3254
 354058368.0542,  78.9124,  83.5563
 372598232.8351,  78.6832,  79.5769
 391138097.6161,  78.5250,  75.6899
 409677962.3971,  78.3557,  72.3320
 428217827.1780,  78.2879,  69.3367
 446757691.9590,  78.1537,  66.5138
 465297556.7400,  77.9965,  63.9409
 483837421.5209,  77.8876,  61.5908
 502377286.3019,  77.7823,  59.4107
 531760991.7824,  77.5257,  56.1803
 561144697.2629,  77.3613,  53.3882
 590528402.7434,  77.3994,  50.8948
 619912108.2239,  77.3195,  48.8488
 649295813.7045,  77.2272,  46.8116
 678679519.1850,  76.9476,  44.9318
 708063224.6655,  76.9272,  43.2163
 737446930.1460,  76.7673,  41.6276
 766830635.6265,  76.5967,  40.1178
 796214341.1070,  76.5334,  38.5469
 842784375.8923,  77.0592,  36.3370
 889354410.6777,  76.8941,  35.2072
 935924445.4630,  77.2801,  33.2408
 982494480.2484,  77.4409,  32.9072
1029064515.0337,  77.0554,  31.9075
1075634549.8190,  76.9018,  30.6565
1122204584.6044,  76.8731,  29.9397
1168774619.3897,  76.6865,  29.2269
1215344654.1750,  76.5522,  28.4650
1261914688.9604,  76.4592,  27.7313
1335723220.0643,  76.2662,  26.7939
1409531751.1683,  76.0645,  25.9027
1483340282.2723,  75.8480,  24.9475
1557148813.3762,  75.8162,  24.2465
1630957344.4802,  75.7340,  23.5666
1704765875.5842,  75.7193,  22.8296
1778574406.6881,  75.9203,  22.4353
1852382937.7921,  75.8949,  22.0752
1926191468.8960,  75.9524,  21.8193
2000000000.0000,  75.9860,  21.7029
2116978638.4922,  75.6944,  21.5616
2233957276.9844,  75.4356,  21.2738
2350935915.4767,  75.2145,  20.9724
2467914553.9689,  75.0292,  20.7028
2584893192.4611,  74.9467,  20.5184
2701871830.9533,  74.8273,  20.3546
2818850469.4456,  74.8206,  20.2307
2935829107.9378,  74.8339,  20.2863
3052807746.4300,  74.6916,  20.4360
3169786384.9222,  74.4822,  20.5397
3355185032.7319,  74.1801,  20.6605
3540583680.5416,  73.8767,  20.7368
3725982328.3513,  73.6938,  20.8296
3911380976.1610,  73.5392,  21.0923
4096779623.9707,  73.2742,  21.4135
4282178271.7804,  72.9684,  21.6995
4467576919.5901,  72.6714,  21.9647
4652975567.3998,  72.4051,  22.2339
4838374215.2095,  72.1394,  22.5588
5023772863.0192,  71.8426,  22.9069
5317609917.8242,  71.3432,  23.4516
5611446972.6293,  70.8223,  24.0011
5905284027.4344,  70.3146,  24.5564
6199121082.2395,  69.7742,  25.1250
6492958137.0446,  69.2122,  25.6877
6786795191.8496,  68.6441,  26.2626
7080632246.6547,  68.0448,  26.8097
7374469301.4598,  67.4476,  27.3492
7668306356.2649,  66.8238,  27.8900
7962143411.0699,  66.2053,  28.4190
8427843758.9233,  65.1942,  29.2335
8893544106.7767,  64.1486,  29.9922
9359244454.6301,  63.0886,  30.7205
9824944802.4835,  62.0151,  31.3982
10290645150.3369,  60.9344,  32.0451
10756345498.1903,  59.8509,  32.6381
11222045846.0437,  58.7659,  33.1988
11687746193.8971,  57.6752,  33.7086
12153446541.7505,  56.5851,  34.1706
12619146889.6039,  55.5018,  34.5908
13357232200.6435,  53.7968,  35.1983
14095317511.6831,  52.1233,  35.6940
14833402822.7227,  50.4776,  36.1020
15571488133.7623,  48.8604,  36.4247
16309573444.8019,  47.2903,  36.6647
17047658755.8416,  45.7700,  36.8319
17785744066.8812,  44.2845,  36.9431
18523829377.9208,  42.8558,  36.9953
19261914688.9604,  41.4849,  36.9872
20000000000.0000,  40.1485,  36.9245

