85070 Dielectric Probe Software E07.01.08
Agilent Technologies,E8362B,MY43021411,A.07.50.67
Title:,Title
Sub Title:,SubTitle
Date:,"Thursday, July 04, 2019 17:23:21"

frequency,Tr 1  Data(e'),(e'')
 200000000.0000,  77.3621, 139.2083
 211697863.8492,  77.1366, 131.0495
 223395727.6984,  76.9545, 123.7445
 235093591.5477,  76.7003, 117.3152
 246791455.3969,  76.3460, 111.6370
 258489319.2461,  76.0984, 106.3628
 270187183.0953,  75.9032, 101.5207
 281885046.9446,  75.7021,  97.1706
 293582910.7938,  75.5823,  93.1686
 305280774.6430,  75.4693,  89.6089
 316978638.4922,  75.2756,  86.2327
 335518503.2732,  75.0811,  81.4787
 354058368.0542,  74.9691,  77.1080
 372598232.8351,  74.7155,  73.4243
 391138097.6161,  74.6081,  69.9065
 409677962.3971,  74.4571,  66.7949
 428217827.1780,  74.3332,  63.9662
 446757691.9590,  74.1920,  61.4682
 465297556.7400,  74.0875,  59.0955
 483837421.5209,  73.9973,  56.9522
 502377286.3019,  73.9305,  54.9598
 531760991.7824,  73.6622,  51.9870
 561144697.2629,  73.6679,  49.3987
 590528402.7434,  73.5519,  47.1894
 619912108.2239,  73.4883,  45.2564
 649295813.7045,  73.3709,  43.4099
 678679519.1850,  73.1205,  41.6842
 708063224.6655,  73.1075,  40.0769
 737446930.1460,  72.9912,  38.5143
 766830635.6265,  72.9101,  37.0457
 796214341.1070,  73.3032,  35.4572
 842784375.8923,  73.8460,  34.5386
 889354410.6777,  73.3613,  33.1369
 935924445.4630,  73.6068,  31.8225
 982494480.2484,  73.3302,  31.0436
1029064515.0337,  73.0780,  30.0269
1075634549.8190,  72.9317,  28.9395
1122204584.6044,  72.8898,  28.1788
1168774619.3897,  72.7489,  27.4673
1215344654.1750,  72.6424,  26.7412
1261914688.9604,  72.5497,  26.0439
1335723220.0643,  72.4032,  25.1646
1409531751.1683,  72.1891,  24.3335
1483340282.2723,  72.0511,  23.3853
1557148813.3762,  72.0902,  22.7767
1630957344.4802,  72.0258,  22.1780
1704765875.5842,  72.1762,  21.5611
1778574406.6881,  72.3019,  21.4097
1852382937.7921,  72.2095,  21.1430
1926191468.8960,  72.1226,  21.0047
2000000000.0000,  71.9946,  20.8007
2116978638.4922,  71.7514,  20.5194
2233957276.9844,  71.5275,  20.2217
2350935915.4767,  71.3160,  19.9342
2467914553.9689,  71.1894,  19.6532
2584893192.4611,  71.1639,  19.4592
2701871830.9533,  71.1456,  19.3855
2818850469.4456,  71.1167,  19.4748
2935829107.9378,  70.9551,  19.5867
3052807746.4300,  70.6929,  19.6639
3169786384.9222,  70.4567,  19.6644
3355185032.7319,  70.2036,  19.6906
3540583680.5416,  70.0457,  19.7786
3725982328.3513,  69.8663,  20.0383
3911380976.1610,  69.5917,  20.3288
4096779623.9707,  69.2792,  20.5557
4282178271.7804,  68.9943,  20.7970
4467576919.5901,  68.7565,  21.0659
4652975567.3998,  68.4854,  21.3612
4838374215.2095,  68.1957,  21.6931
5023772863.0192,  67.8843,  22.0084
5317609917.8242,  67.3971,  22.5188
5611446972.6293,  66.8935,  23.0560
5905284027.4344,  66.3802,  23.5982
6199121082.2395,  65.8346,  24.1363
6492958137.0446,  65.2915,  24.6693
6786795191.8496,  64.7250,  25.2165
7080632246.6547,  64.1453,  25.7413
7374469301.4598,  63.5642,  26.2667
7668306356.2649,  62.9667,  26.7726
7962143411.0699,  62.3755,  27.2632
8427843758.9233,  61.3850,  28.0370
8893544106.7767,  60.3712,  28.7641
9359244454.6301,  59.3282,  29.4520
9824944802.4835,  58.2965,  30.0903
10290645150.3369,  57.2337,  30.6921
10756345498.1903,  56.1778,  31.2351
11222045846.0437,  55.1263,  31.7540
11687746193.8971,  54.0780,  32.2374
12153446541.7505,  53.0361,  32.6816
12619146889.6039,  52.0076,  33.0663
13357232200.6435,  50.3810,  33.5986
14095317511.6831,  48.7674,  34.0656
14833402822.7227,  47.1884,  34.4119
15571488133.7623,  45.6512,  34.7032
16309573444.8019,  44.1593,  34.8910
17047658755.8416,  42.7232,  35.0387
17785744066.8812,  41.3141,  35.1183
18523829377.9208,  39.9732,  35.1366
19261914688.9604,  38.6531,  35.1305
20000000000.0000,  37.3911,  35.0313

