85070 Dielectric Probe Software E07.01.08
Agilent Technologies,E8362B,MY43021411,A.07.50.67
Title:,Title
Sub Title:,SubTitle
Date:,"Thursday, July 04, 2019 19:02:10"

frequency,Tr 1  Data(e'),(e'')
 200000000.0000,  62.0140,  75.9598
 211697863.8492,  61.5699,  71.9967
 223395727.6984,  61.0745,  68.3316
 235093591.5477,  60.6709,  65.0471
 246791455.3969,  60.3735,  62.0896
 258489319.2461,  60.0561,  59.3856
 270187183.0953,  59.7440,  56.9144
 281885046.9446,  59.4733,  54.6943
 293582910.7938,  59.2316,  52.6473
 305280774.6430,  59.0093,  50.8086
 316978638.4922,  58.8268,  49.0634
 335518503.2732,  58.5492,  46.5767
 354058368.0542,  58.2842,  44.3865
 372598232.8351,  57.9043,  42.3227
 391138097.6161,  57.7471,  40.5946
 409677962.3971,  57.4979,  39.0179
 428217827.1780,  57.2864,  37.5702
 446757691.9590,  57.1121,  36.2025
 465297556.7400,  56.9210,  34.9597
 483837421.5209,  56.7565,  33.7728
 502377286.3019,  56.6460,  32.7776
 531760991.7824,  56.3897,  31.2232
 561144697.2629,  56.1670,  29.8952
 590528402.7434,  55.8260,  28.7125
 619912108.2239,  55.7666,  27.6532
 649295813.7045,  55.5987,  26.7161
 678679519.1850,  55.2747,  25.7792
 708063224.6655,  55.2102,  24.9411
 737446930.1460,  55.0328,  24.1729
 766830635.6265,  54.8587,  23.5095
 796214341.1070,  54.7080,  22.8372
 842784375.8923,  54.5571,  21.7588
 889354410.6777,  54.4861,  21.1092
 935924445.4630,  54.1392,  20.3234
 982494480.2484,  54.0463,  19.3618
1029064515.0337,  54.4682,  19.0396
1075634549.8190,  54.0511,  18.8049
1122204584.6044,  53.6901,  18.1803
1168774619.3897,  53.8065,  17.5651
1215344654.1750,  53.8002,  17.3064
1261914688.9604,  53.8317,  17.1125
1335723220.0643,  53.4933,  16.7820
1409531751.1683,  53.4060,  16.4170
1483340282.2723,  53.1357,  16.1625
1557148813.3762,  52.8641,  15.9112
1630957344.4802,  52.6612,  15.6512
1704765875.5842,  52.4127,  15.4146
1778574406.6881,  52.2210,  15.1903
1852382937.7921,  52.0321,  14.9611
1926191468.8960,  51.8600,  14.7989
2000000000.0000,  51.6749,  14.5956
2116978638.4922,  51.4175,  14.3132
2233957276.9844,  51.3334,  14.0463
2350935915.4767,  51.2680,  13.9457
2467914553.9689,  51.1913,  13.9755
2584893192.4611,  50.9333,  14.0501
2701871830.9533,  50.7051,  14.0693
2818850469.4456,  50.4827,  14.0995
2935829107.9378,  50.1983,  14.1017
3052807746.4300,  49.9236,  14.1030
3169786384.9222,  49.7079,  14.0581
3355185032.7319,  49.4106,  14.0327
3540583680.5416,  49.1923,  14.0479
3725982328.3513,  49.0098,  14.1853
3911380976.1610,  48.7105,  14.3590
4096779623.9707,  48.3895,  14.5099
4282178271.7804,  48.0917,  14.6375
4467576919.5901,  47.7654,  14.7424
4652975567.3998,  47.5082,  14.8494
4838374215.2095,  47.2660,  14.9665
5023772863.0192,  47.0166,  15.1353
5317609917.8242,  46.5867,  15.4213
5611446972.6293,  46.1386,  15.6780
5905284027.4344,  45.7243,  15.9091
6199121082.2395,  45.2898,  16.1775
6492958137.0446,  44.8929,  16.3946
6786795191.8496,  44.4646,  16.6952
7080632246.6547,  44.0491,  16.8988
7374469301.4598,  43.6411,  17.1604
7668306356.2649,  43.2208,  17.3892
7962143411.0699,  42.8130,  17.6241
8427843758.9233,  42.1453,  17.9736
8893544106.7767,  41.5236,  18.3010
9359244454.6301,  40.8745,  18.6132
9824944802.4835,  40.2452,  18.9214
10290645150.3369,  39.6360,  19.2164
10756345498.1903,  39.0409,  19.4550
11222045846.0437,  38.4270,  19.7044
11687746193.8971,  37.8448,  19.9363
12153446541.7505,  37.2536,  20.1506
12619146889.6039,  36.7043,  20.3435
13357232200.6435,  35.8334,  20.6538
14095317511.6831,  34.9895,  20.8687
14833402822.7227,  34.1766,  21.0975
15571488133.7623,  33.4044,  21.2879
16309573444.8019,  32.6653,  21.4897
17047658755.8416,  31.9120,  21.6182
17785744066.8812,  31.2238,  21.8117
18523829377.9208,  30.5077,  21.9456
19261914688.9604,  29.8349,  22.0329
20000000000.0000,  29.1708,  22.1903

