85070 Dielectric Probe Software E07.01.08
Agilent Technologies,E8362B,MY43021411,A.07.50.67
Title:,Title
Sub Title:,SubTitle
Date:,"Thursday, July 04, 2019 19:03:53"

frequency,Tr 1  Data(e'),(e'')
 200000000.0000,  78.1350, 146.3949
 211697863.8492,  77.9499, 137.8426
 223395727.6984,  77.6675, 130.1964
 235093591.5477,  77.3923, 123.2777
 246791455.3969,  77.2624, 117.0837
 258489319.2461,  77.0994, 111.5318
 270187183.0953,  76.9215, 106.4166
 281885046.9446,  76.7803, 101.9109
 293582910.7938,  76.7081,  97.6498
 305280774.6430,  76.5741,  93.8474
 316978638.4922,  76.5431,  90.3210
 335518503.2732,  76.4517,  85.2278
 354058368.0542,  76.3442,  80.6531
 372598232.8351,  76.0720,  76.4527
 391138097.6161,  76.0302,  73.0986
 409677962.3971,  75.9227,  69.8376
 428217827.1780,  75.8077,  66.9003
 446757691.9590,  75.7616,  64.2094
 465297556.7400,  75.6494,  61.7696
 483837421.5209,  75.5841,  59.4440
 502377286.3019,  75.5674,  57.3262
 531760991.7824,  75.2932,  54.2652
 561144697.2629,  75.2770,  51.6349
 590528402.7434,  75.0487,  49.2623
 619912108.2239,  75.0617,  47.1664
 649295813.7045,  75.0188,  45.1981
 678679519.1850,  74.8276,  43.4797
 708063224.6655,  74.8328,  41.8394
 737446930.1460,  74.6972,  40.3643
 766830635.6265,  74.5607,  39.0636
 796214341.1070,  74.3742,  37.7798
 842784375.8923,  74.3507,  35.7552
 889354410.6777,  74.4678,  34.3757
 935924445.4630,  74.1640,  32.8179
 982494480.2484,  74.2394,  31.1231
1029064515.0337,  74.9965,  30.3434
1075634549.8190,  74.5731,  29.6827
1122204584.6044,  74.2196,  28.5589
1168774619.3897,  74.5536,  27.4877
1215344654.1750,  74.7043,  26.8996
1261914688.9604,  74.8890,  26.4619
1335723220.0643,  74.6020,  25.7602
1409531751.1683,  74.6505,  25.0290
1483340282.2723,  74.3837,  24.4848
1557148813.3762,  74.1323,  23.9367
1630957344.4802,  73.9647,  23.3907
1704765875.5842,  73.7543,  22.8785
1778574406.6881,  73.6491,  22.4267
1852382937.7921,  73.5223,  21.9654
1926191468.8960,  73.4273,  21.6156
2000000000.0000,  73.3296,  21.2305
2116978638.4922,  73.1782,  20.7047
2233957276.9844,  73.2976,  20.3016
2350935915.4767,  73.3584,  20.1067
2467914553.9689,  73.3861,  20.1120
2584893192.4611,  73.1852,  20.1627
2701871830.9533,  73.0203,  20.1509
2818850469.4456,  72.8398,  20.1650
2935829107.9378,  72.6014,  20.1614
3052807746.4300,  72.3736,  20.1653
3169786384.9222,  72.2212,  20.1493
3355185032.7319,  71.9490,  20.1751
3540583680.5416,  71.7913,  20.2242
3725982328.3513,  71.7098,  20.4638
3911380976.1610,  71.4732,  20.8041
4096779623.9707,  71.1578,  21.1393
4282178271.7804,  70.8236,  21.4186
4467576919.5901,  70.4799,  21.6508
4652975567.3998,  70.2484,  21.9145
4838374215.2095,  69.9807,  22.2171
5023772863.0192,  69.7067,  22.5744
5317609917.8242,  69.2234,  23.1516
5611446972.6293,  68.6783,  23.7179
5905284027.4344,  68.1393,  24.2503
6199121082.2395,  67.6066,  24.8134
6492958137.0446,  67.0276,  25.3678
6786795191.8496,  66.4682,  25.9475
7080632246.6547,  65.8495,  26.4986
7374469301.4598,  65.2432,  27.0224
7668306356.2649,  64.6284,  27.5716
7962143411.0699,  63.9761,  28.0756
8427843758.9233,  62.9521,  28.8692
8893544106.7767,  61.9082,  29.6112
9359244454.6301,  60.8431,  30.3232
9824944802.4835,  59.7738,  30.9758
10290645150.3369,  58.6939,  31.5987
10756345498.1903,  57.6076,  32.1693
11222045846.0437,  56.5208,  32.7056
11687746193.8971,  55.4249,  33.1871
12153446541.7505,  54.3318,  33.6247
12619146889.6039,  53.2513,  34.0365
13357232200.6435,  51.5725,  34.6250
14095317511.6831,  49.9073,  35.0438
14833402822.7227,  48.2713,  35.4333
15571488133.7623,  46.6725,  35.6941
16309573444.8019,  45.1411,  35.9408
17047658755.8416,  43.6066,  36.0413
17785744066.8812,  42.1934,  36.1283
18523829377.9208,  40.7581,  36.1584
19261914688.9604,  39.4320,  36.0565
20000000000.0000,  38.1322,  36.0489

