85070 Dielectric Probe Software E07.01.08
Agilent Technologies,E8362B,MY43021411,A.07.50.67
Title:,Title
Sub Title:,SubTitle
Date:,"Thursday, July 04, 2019 16:40:48"

frequency,Tr 1  Data(e'),(e'')
 200000000.0000,  77.4606, 144.7292
 211697863.8492,  77.1632, 136.0522
 223395727.6984,  76.8060, 128.5304
 235093591.5477,  76.7460, 121.7822
 246791455.3969,  76.4196, 115.7524
 258489319.2461,  76.2487, 110.3995
 270187183.0953,  75.9963, 105.5368
 281885046.9446,  75.9198, 101.0041
 293582910.7938,  75.8068,  96.7295
 305280774.6430,  75.7065,  92.9534
 316978638.4922,  75.5662,  89.4842
 335518503.2732,  75.4127,  84.5106
 354058368.0542,  75.2285,  80.0437
 372598232.8351,  75.1093,  76.1016
 391138097.6161,  74.9452,  72.6091
 409677962.3971,  74.8261,  69.3841
 428217827.1780,  74.7532,  66.4814
 446757691.9590,  74.6581,  63.8345
 465297556.7400,  74.5654,  61.3701
 483837421.5209,  74.4283,  59.1625
 502377286.3019,  74.3459,  57.0646
 531760991.7824,  74.0418,  54.0424
 561144697.2629,  74.0116,  51.4070
 590528402.7434,  73.9307,  49.1169
 619912108.2239,  73.8070,  46.8317
 649295813.7045,  73.8724,  44.9753
 678679519.1850,  73.6135,  43.2105
 708063224.6655,  73.5814,  41.5718
 737446930.1460,  73.4212,  40.0153
 766830635.6265,  73.2697,  38.5921
 796214341.1070,  73.1669,  36.9173
 842784375.8923,  74.1629,  35.5510
 889354410.6777,  73.6833,  34.1491
 935924445.4630,  74.0045,  32.5383
 982494480.2484,  73.9804,  31.9502
1029064515.0337,  73.6622,  30.9842
1075634549.8190,  73.4147,  29.9278
1122204584.6044,  73.3520,  28.8678
1168774619.3897,  73.4189,  28.2988
1215344654.1750,  73.2445,  27.6327
1261914688.9604,  73.0994,  26.9371
1335723220.0643,  72.9357,  25.9670
1409531751.1683,  72.7713,  25.1582
1483340282.2723,  72.5640,  24.2883
1557148813.3762,  72.5490,  23.6284
1630957344.4802,  72.4599,  23.0867
1704765875.5842,  72.2724,  22.4667
1778574406.6881,  72.3858,  21.8654
1852382937.7921,  72.5154,  21.5258
1926191468.8960,  72.5598,  21.3620
2000000000.0000,  72.5810,  21.2212
2116978638.4922,  72.2963,  21.0845
2233957276.9844,  72.0251,  20.8191
2350935915.4767,  71.7875,  20.5331
2467914553.9689,  71.5864,  20.2593
2584893192.4611,  71.5033,  20.0831
2701871830.9533,  71.3844,  19.9295
2818850469.4456,  71.3511,  19.8270
2935829107.9378,  71.3296,  19.8384
3052807746.4300,  71.2227,  19.9599
3169786384.9222,  71.0296,  20.0773
3355185032.7319,  70.7005,  20.1962
3540583680.5416,  70.3805,  20.2714
3725982328.3513,  70.1861,  20.3523
3911380976.1610,  70.0306,  20.5890
4096779623.9707,  69.7556,  20.8937
4282178271.7804,  69.4494,  21.1743
4467576919.5901,  69.1494,  21.4187
4652975567.3998,  68.8754,  21.6838
4838374215.2095,  68.6113,  21.9881
5023772863.0192,  68.3328,  22.3044
5317609917.8242,  67.8410,  22.8370
5611446972.6293,  67.3117,  23.3550
5905284027.4344,  66.8153,  23.8710
6199121082.2395,  66.2809,  24.4147
6492958137.0446,  65.7353,  24.9391
6786795191.8496,  65.1616,  25.4801
7080632246.6547,  64.5841,  25.9986
7374469301.4598,  63.9986,  26.5222
7668306356.2649,  63.3995,  27.0257
7962143411.0699,  62.7955,  27.5283
8427843758.9233,  61.8061,  28.2883
8893544106.7767,  60.8065,  28.9983
9359244454.6301,  59.7678,  29.6974
9824944802.4835,  58.7376,  30.3381
10290645150.3369,  57.6903,  30.9403
10756345498.1903,  56.6350,  31.5048
11222045846.0437,  55.5851,  32.0212
11687746193.8971,  54.5438,  32.4925
12153446541.7505,  53.4942,  32.9364
12619146889.6039,  52.4552,  33.3334
13357232200.6435,  50.8126,  33.8835
14095317511.6831,  49.1963,  34.3350
14833402822.7227,  47.6138,  34.6990
15571488133.7623,  46.0862,  34.9903
16309573444.8019,  44.5931,  35.1998
17047658755.8416,  43.1419,  35.3475
17785744066.8812,  41.7326,  35.4363
18523829377.9208,  40.3646,  35.4575
19261914688.9604,  39.0526,  35.4443
20000000000.0000,  37.7916,  35.3744

