85070 Dielectric Probe Software E07.01.08
Agilent Technologies,E8362B,MY43021411,A.07.50.67
Title:,Title
Sub Title:,SubTitle
Date:,"Thursday, July 04, 2019 15:22:57"

frequency,Tr 1  Data(e'),(e'')
 200000000.0000,  82.7478, 153.4419
 211697863.8492,  82.1419, 144.3520
 223395727.6984,  81.6762, 136.1568
 235093591.5477,  81.2963, 128.9383
 246791455.3969,  80.9566, 122.4452
 258489319.2461,  80.6618, 116.6614
 270187183.0953,  80.3758, 111.3427
 281885046.9446,  80.0685, 106.6203
 293582910.7938,  79.8910, 102.1422
 305280774.6430,  79.8133,  98.0435
 316978638.4922,  79.6192,  94.3670
 335518503.2732,  79.3549,  89.0451
 354058368.0542,  79.2052,  84.2625
 372598232.8351,  78.9954,  80.2453
 391138097.6161,  78.7982,  76.3393
 409677962.3971,  78.6433,  72.9173
 428217827.1780,  78.5723,  69.8573
 446757691.9590,  78.4171,  66.9989
 465297556.7400,  78.2745,  64.3970
 483837421.5209,  78.1743,  62.0349
 502377286.3019,  78.0771,  59.8392
 531760991.7824,  77.8357,  56.5850
 561144697.2629,  77.6771,  53.7335
 590528402.7434,  77.7220,  51.2324
 619912108.2239,  77.6885,  49.1343
 649295813.7045,  77.5742,  47.1065
 678679519.1850,  77.3137,  45.2153
 708063224.6655,  77.3016,  43.5065
 737446930.1460,  77.1585,  41.9079
 766830635.6265,  77.0248,  40.4095
 796214341.1070,  76.9879,  38.8711
 842784375.8923,  77.4316,  36.7353
 889354410.6777,  77.3004,  35.6461
 935924445.4630,  77.6170,  33.6837
 982494480.2484,  77.7188,  33.3463
1029064515.0337,  77.3015,  32.3344
1075634549.8190,  77.0906,  31.0678
1122204584.6044,  77.0110,  30.2969
1168774619.3897,  76.8132,  29.5156
1215344654.1750,  76.6738,  28.7153
1261914688.9604,  76.5612,  27.9474
1335723220.0643,  76.3657,  26.9114
1409531751.1683,  76.2022,  25.9563
1483340282.2723,  76.0453,  24.9688
1557148813.3762,  76.0398,  24.2622
1630957344.4802,  75.9917,  23.5811
1704765875.5842,  75.9994,  22.8500
1778574406.6881,  76.2232,  22.4391
1852382937.7921,  76.2163,  22.0699
1926191468.8960,  76.3109,  21.8085
2000000000.0000,  76.3749,  21.7172
2116978638.4922,  76.1044,  21.6381
2233957276.9844,  75.7975,  21.4279
2350935915.4767,  75.4824,  21.1407
2467914553.9689,  75.2190,  20.8069
2584893192.4611,  75.1305,  20.5327
2701871830.9533,  75.0336,  20.3244
2818850469.4456,  75.0602,  20.1566
2935829107.9378,  75.1164,  20.1831
3052807746.4300,  75.0242,  20.3522
3169786384.9222,  74.8348,  20.4744
3355185032.7319,  74.5519,  20.5988
3540583680.5416,  74.2275,  20.7247
3725982328.3513,  73.9888,  20.8202
3911380976.1610,  73.8101,  21.0287
4096779623.9707,  73.5578,  21.3061
4282178271.7804,  73.2914,  21.5697
4467576919.5901,  73.0220,  21.8423
4652975567.3998,  72.7631,  22.1395
4838374215.2095,  72.4896,  22.4656
5023772863.0192,  72.1839,  22.8082
5317609917.8242,  71.6894,  23.3327
5611446972.6293,  71.1946,  23.8679
5905284027.4344,  70.7054,  24.4207
6199121082.2395,  70.1709,  25.0002
6492958137.0446,  69.6100,  25.5420
6786795191.8496,  69.0502,  26.1091
7080632246.6547,  68.4624,  26.6553
7374469301.4598,  67.8754,  27.1989
7668306356.2649,  67.2716,  27.7332
7962143411.0699,  66.6543,  28.2611
8427843758.9233,  65.6551,  29.0790
8893544106.7767,  64.6344,  29.8365
9359244454.6301,  63.5975,  30.5722
9824944802.4835,  62.5425,  31.2454
10290645150.3369,  61.4763,  31.8998
10756345498.1903,  60.4034,  32.4970
11222045846.0437,  59.3272,  33.0740
11687746193.8971,  58.2491,  33.5848
12153446541.7505,  57.1653,  34.0622
12619146889.6039,  56.0881,  34.4935
13357232200.6435,  54.3962,  35.1209
14095317511.6831,  52.7355,  35.6361
14833402822.7227,  51.0989,  36.0641
15571488133.7623,  49.4902,  36.4046
16309573444.8019,  47.9204,  36.6708
17047658755.8416,  46.3968,  36.8543
17785744066.8812,  44.9169,  36.9837
18523829377.9208,  43.4872,  37.0557
19261914688.9604,  42.1080,  37.0659
20000000000.0000,  40.7652,  37.0260

