85070 Dielectric Probe Software E07.01.08
Agilent Technologies,E8362B,MY43021411,A.07.50.67
Title:,Title
Sub Title:,SubTitle
Date:,"Thursday, July 04, 2019 17:15:54"

frequency,Tr 1  Data(e'),(e'')
 200000000.0000,  78.4154, 147.0887
 211697863.8492,  78.2784, 138.3449
 223395727.6984,  78.1539, 130.5678
 235093591.5477,  77.9242, 123.7034
 246791455.3969,  77.6648, 117.6387
 258489319.2461,  77.4050, 112.0694
 270187183.0953,  77.2786, 106.9441
 281885046.9446,  77.1058, 102.3386
 293582910.7938,  77.0455,  98.0423
 305280774.6430,  76.9660,  94.2262
 316978638.4922,  76.8014,  90.6412
 335518503.2732,  76.6400,  85.5428
 354058368.0542,  76.5783,  80.9796
 372598232.8351,  76.3639,  77.1009
 391138097.6161,  76.2515,  73.3655
 409677962.3971,  76.1216,  70.1210
 428217827.1780,  76.0214,  67.1159
 446757691.9590,  75.8580,  64.4719
 465297556.7400,  75.7704,  61.9518
 483837421.5209,  75.6927,  59.6845
 502377286.3019,  75.6228,  57.5619
 531760991.7824,  75.3630,  54.4171
 561144697.2629,  75.3918,  51.6668
 590528402.7434,  75.3200,  49.3309
 619912108.2239,  75.2861,  47.2517
 649295813.7045,  75.2073,  45.2987
 678679519.1850,  74.9673,  43.4648
 708063224.6655,  74.9619,  41.7487
 737446930.1460,  74.8481,  40.1052
 766830635.6265,  74.7773,  38.5679
 796214341.1070,  75.1192,  36.8920
 842784375.8923,  75.8494,  35.9474
 889354410.6777,  75.2796,  34.4717
 935924445.4630,  75.5331,  33.1158
 982494480.2484,  75.2396,  32.2700
1029064515.0337,  74.9576,  31.1963
1075634549.8190,  74.7999,  30.0342
1122204584.6044,  74.7624,  29.1964
1168774619.3897,  74.6372,  28.4432
1215344654.1750,  74.5619,  27.6764
1261914688.9604,  74.4830,  26.9563
1335723220.0643,  74.3427,  26.0312
1409531751.1683,  74.1387,  25.1673
1483340282.2723,  74.0006,  24.1883
1557148813.3762,  74.0311,  23.5563
1630957344.4802,  73.9615,  22.9172
1704765875.5842,  74.1321,  22.2428
1778574406.6881,  74.2799,  22.0712
1852382937.7921,  74.2002,  21.8247
1926191468.8960,  74.1062,  21.6743
2000000000.0000,  73.9592,  21.4538
2116978638.4922,  73.6832,  21.1511
2233957276.9844,  73.4541,  20.8140
2350935915.4767,  73.2647,  20.5138
2467914553.9689,  73.1180,  20.2214
2584893192.4611,  73.1336,  20.0197
2701871830.9533,  73.1320,  19.9299
2818850469.4456,  73.1052,  20.0256
2935829107.9378,  72.9494,  20.1359
3052807746.4300,  72.7026,  20.2228
3169786384.9222,  72.4582,  20.2312
3355185032.7319,  72.2049,  20.2458
3540583680.5416,  72.0648,  20.3340
3725982328.3513,  71.8805,  20.6007
3911380976.1610,  71.5989,  20.8953
4096779623.9707,  71.2880,  21.1345
4282178271.7804,  71.0030,  21.3851
4467576919.5901,  70.7571,  21.6543
4652975567.3998,  70.4690,  21.9582
4838374215.2095,  70.1834,  22.3066
5023772863.0192,  69.8698,  22.6360
5317609917.8242,  69.3720,  23.1647
5611446972.6293,  68.8617,  23.7130
5905284027.4344,  68.3403,  24.2784
6199121082.2395,  67.7688,  24.8343
6492958137.0446,  67.2193,  25.3885
6786795191.8496,  66.6371,  25.9586
7080632246.6547,  66.0430,  26.4991
7374469301.4598,  65.4375,  27.0350
7668306356.2649,  64.8117,  27.5585
7962143411.0699,  64.2035,  28.0729
8427843758.9233,  63.1724,  28.8715
8893544106.7767,  62.1207,  29.6265
9359244454.6301,  61.0607,  30.3446
9824944802.4835,  59.9952,  31.0121
10290645150.3369,  58.9107,  31.6371
10756345498.1903,  57.8324,  32.2094
11222045846.0437,  56.7487,  32.7453
11687746193.8971,  55.6663,  33.2455
12153446541.7505,  54.5719,  33.7006
12619146889.6039,  53.4923,  34.1034
13357232200.6435,  51.7983,  34.6383
14095317511.6831,  50.1442,  35.1349
14833402822.7227,  48.5107,  35.4905
15571488133.7623,  46.9205,  35.8011
16309573444.8019,  45.3590,  36.0062
17047658755.8416,  43.8757,  36.1617
17785744066.8812,  42.3912,  36.2408
18523829377.9208,  41.0115,  36.2521
19261914688.9604,  39.6412,  36.2619
20000000000.0000,  38.3420,  36.1462

